2040,1356
2040,1152
2040,1356
2040,1356
2040,1548
2040,1356
2040,1356
2040,1152
2040,1452
2040,1356
2040,1356
2040,1356
2040,1356
2040,1356
2040,1356
2040,1548
2040,1356
2040,1536
2040,1356
2040,1356
2040,1260
2040,852
2040,1356
2040,1356
2040,1356
2040,1356
2040,1356
2040,1356
2040,1536
2040,1356
2040,1356
2040,1560
2040,1632
2040,2040
2040,1356
2040,1368
2040,1356
2040,1356
2040,1164
2040,1356
2040,1356
2040,1356
2040,1356
1356,2040
2040,1356
2040,1296
2040,1392
2040,1356
2040,1356
2040,1368
2040,1356
2040,1356
2040,1356
2040,1140
1296,2040
2040,1152
2040,1836
2040,1356
2040,1356
2040,780
2040,1536
2040,1536
1356,2040
2040,1356
2040,1356
2040,1356
2040,1356
2040,1356
2040,1356
2040,1356
2040,1356
2040,1356
2040,1356
2040,1356
2040,1356
2040,1296
2040,1356
2040,1356
2040,1356
2040,1332
2040,1356
2040,1356
2040,1356
2040,1356
2040,1356
2040,1632
2040,1356
2040,1536
2040,1188
2040,1356
2040,1356
2040,1356
2040,1356
2040,1356
1356,2040
2040,1356
2040,1152
2040,1152
2040,1356
2040,1356
2040,1356
1236,2040
2040,1536
2040,1356
2040,1356
1356,2040
2040,1356
2040,1260
2040,1356
2040,1152
2040,1356
2040,1356
2040,1356
2040,1344
2040,1224
2040,1392
2040,1320
2040,1356
2040,1356
2040,1356
2040,1224
2040,1356
2040,1356
2040,1356
2040,1356
2040,1356
2040,1356
2040,1188
1716,2040
1356,2040
2040,1356
2040,1200
2040,1332
2040,1356
2040,1356
2040,1356
2040,1356
2040,1356
2040,1644
2040,1356
1356,2040
2040,1356
2040,1356
2040,1152
2040,1356
1356,2040
2040,1140
1356,2040
2040,1224
2040,1356
2040,1356
2040,1272
2040,1356
1632,2040
2040,1356
2040,1356
2040,744
2040,1440
2040,1356
2040,1200
1356,2040
2040,1356
2040,1356
2040,1800
2040,1260
2040,1392
1116,2040
2040,1356
2040,888
2040,1536
2040,1356
2040,1356
2040,1272
2040,1176
2040,1356
2040,1356
2040,2004
1536,2040
2040,1464
2040,1356
2040,1356
2040,1212
2040,1356
2040,1356
2040,1356
2040,1356
2040,1356
2040,1356
2040,1140
1356,2040
1632,2040
1356,2040
2040,1356
2040,1356
2040,1536
2040,1368
2040,1272
2040,1452
2040,1356
2040,1512
2040,1356
1440,2040
2040,1356
2040,972
2040,1356
2040,1356
2040,1308
2040,1356
2040,1152
2040,1356
2040,1536
2040,1356
2040,1356
2040,1260
2040,1356
1356,2040
2040,1284
2040,1356
2040,1356
2040,1356
2040,1632
2040,1356
1356,2040
2040,1356
2040,1464
2040,1368
1356,2040
2040,1260
2040,1356
2040,1368
1356,2040
1356,2040
2040,1356
2040,1356
2040,1356
2040,1536
1536,2040
1524,2040
1356,2040
2040,1356
2040,1356
2040,1356
2040,1164
2040,1356
2040,1356
2040,1536
2040,1368
2040,1356
2040,1356
2040,1356
2040,1224
2040,1356
2040,1356
2040,648
2040,1356
2040,1392
2040,1356
2040,1188
2040,1356
2040,1356
2040,1356
2040,1356
2040,1356
2040,1692
2040,1536
1368,2040
2040,2040
1356,2040
2040,1428
2040,1536
2040,1356
2040,1128
2040,1356
1164,2040
2040,1356
2040,1356
1944,2040
1440,2040
2040,1356
2040,1368
2040,1356
2040,1152
2040,1356
1356,2040
2040,1356
1356,2040
2040,1356
2040,1356
2040,1356
2040,1356
2040,1356
2040,1356
2040,1452
2040,1356
2040,1356
2040,1356
2040,1356
2040,1368
2040,1488
2040,1356
2040,1356
2040,1356
2040,1536
2040,1356
1356,2040
2040,1536
2040,1356
2040,1368
2040,1356
2040,1356
2040,1356
2040,1356
2040,1356
2040,1356
2040,1356
2040,1356
2040,2040
2040,1356
2040,1356
2040,1356
2040,1356
2040,1140
2040,1356
2040,1356
1368,2040
2040,1368
2040,1356
2040,1152
2040,1452
2040,2040
2040,1368
2040,1356
2040,1536
2040,1536
2040,960
2040,1356
2040,1356
1368,2040
1356,2040
2040,888
2040,1356
2040,1356
2040,1356
2040,1044
2040,1536
2040,1356
2040,1356
2040,1536
1356,2040
2040,1356
2040,1224
2040,1284
2040,1356
2040,1356
2040,1356
2040,1368
2040,1356
2040,1368
2040,1140
1356,2040
2040,1356
1992,2040
2040,1536
2040,1152
2040,1356
2040,1356
2040,1224
2040,1356
2040,1356
2040,1356
2040,1332
2040,1356
2040,1356
2040,1152
2040,1356
2040,1536
2040,1092
2040,1176
2040,1356
2040,1356
2040,1608
1356,2040
2040,1368
2040,1356
1824,2040
2040,1356
2040,1356
2040,1356
2040,1356
2040,1356
2040,1332
2040,1356
2040,1356
1344,2040
2040,1248
2040,1152
2040,1344
2040,1068
2040,1356
2040,1188
2040,1356
2040,1248
1428,2040
2040,1368
2040,1356
2040,1356
1356,2040
2040,1212
2040,1356
2040,1356
2040,1356
2040,1428
2040,1356
1356,2040
2040,1356
2040,1356
2040,1536
2040,1356
2040,1356
1356,2040
2040,1356
2040,1428
2040,1356
2040,1356
1356,2040
2040,1356
2040,1440
2040,1356
2040,1188
2040,1584
1356,2040
1356,2040
2040,1368
2040,1356
2040,1356
2040,1524
2040,1356
2040,1356
2040,1452
2040,1356
1356,2040
1356,2040
2040,1356
2040,864
1632,2040
2040,1464
2040,1356
2040,1356
2040,1356
2040,1356
2040,1356
2040,1368
2040,1356
2040,1536
2040,1356
2040,1356
2040,1356
2040,1356
2040,1356
2040,1536
2040,1356
2040,1356
2040,1476
2040,1356
2040,1356
2040,1536
2040,1452
2040,1224
2040,1356
2040,1584
2040,1344
2040,1356
2040,1320
2040,1536
2040,1356
2040,1356
2040,1356
2040,1296
2040,1356
2040,1356
2040,1632
2040,1356
1476,2040
2040,1356
2040,1356
2040,1536
1356,2040
2040,1356
2040,1308
2040,1152
2040,1356
2040,1356
2040,1344
2040,1380
2040,1452
2040,1464
2040,1212
2040,1356
2040,1368
2040,1356
2040,1356
2040,1080
2040,1356
2040,1536
2040,1356
2040,1356
1356,2040
2040,1356
2040,1356
2040,1536
1356,2040
2040,1356
1356,2040
2040,1356
1968,2040
1572,2040
2040,1728
2040,1344
2040,1320
1356,2040
2040,1356
2040,1356
2040,1368
2040,1356
2040,1356
2040,1356
2040,936
2040,1536
2040,1788
2040,1344
2040,1524
2040,1332
2040,2040
2040,1356
2040,1356
2040,1356
2040,1356
2040,1356
2040,1356
2040,1356
1356,2040
2040,1356
2040,1152
2040,1356
2040,1368
2040,1356
2040,1356
2040,1356
2040,1536
2040,1308
1356,2040
2040,1536
2040,1452
2040,1356
2040,1356
2040,1356
2040,1356
1320,2040
2040,1356
2040,1356
2040,1584
2040,1140
2040,1356
2040,1464
2040,1536
2040,1332
2040,1356
2040,1356
1176,2040
2040,1536
2040,1356
2040,1356
2040,1356
1428,2040
2040,1356
2040,1356
1356,2040
2040,1440
2040,1296
2040,1536
2040,1344
2040,1356
2040,1356
2040,1572
2040,1356
2040,1356
2040,1356
2040,1356
2040,1356
2040,1356
2040,1356
2040,1356
2040,1536
2040,1536
2040,1356
2040,1356
2040,1356
2040,1356
1632,2040
2040,1368
2040,1356
2040,1224
2040,1356
2040,1356
2040,1356
2040,1260
2040,1356
2040,1356
2040,1356
2040,1488
2040,1272
2040,1152
2040,1356
2040,1416
2040,1356
2040,1356
2040,1332
